Date,Time,Home,Away,Home LINE,Away LINE,Home Win,Away Win,Pick,Pick value,BH Away,BH Home,Away%,Home%,Away Team,Away Edge,Home Team,Home Edge,Risk,Result,Result Unit,Away Team,Home Team,MP Away,,,,MP Home,MP Away,MP Home,MP Away Edge,MP Home edge,Team,Risk,Result,
1/12/2019,7:05 PM,Toronto Maple Leafs,Boston Bruins,-123,7,62%,38%,Toronto Maple Leafs -123,5.30%,110,-130,47.62%,56.52%,Boston Bruins,-9.62%,Toronto Maple Leafs,5.48%,137,L,-7.12,,,,,,,,,,,,,,,
1/12/2019,7:05 PM,Buffalo Sabres,Tampa Bay Lightning,7,-176,35.56%,64.44%,Tampa Bay Lightning -176,0.54%,-180,160,64.29%,38.46%,Tampa Bay Lightning,0.15%,Buffalo Sabres,-2.90%,,,,,,,,,,,,,,,,,,
1/12/2019,7:05 PM,Montreal Canadiens,Colorado Avalanche,-106,6,56%,44%,Montreal Canadiens -106,4.50%,-110,-110,52.38%,52.38%,Colorado Avalanche,-8.38%,Montreal Canadiens,3.62%,90,W,3.62,,,,,,,,,,,,,,,
1/12/2019,7:05 PM,Washington Capitals,Columbus Blue Jackets,-157,7,61.70%,38.30%,Washington Capitals -157,2.70%,125,-145,44.44%,59.18%,Columbus Blue Jackets,-6.14%,Washington Capitals,2.52%,,L,,,,,,,,,,,,,,,,
1/12/2019,8:05 PM,Minnesota Wild,Detroit Red Wings,-233,6,73.78%,26.22%,Minnesota Wild -233,1.08%,200,-240,33.33%,70.59%,Detroit Red Wings,-7.11%,Minnesota Wild,3.19%,80,L,-7.66,,,,,,,,,,,,,,,
1/12/2019,8:35 PM,Chicago Blackhawks,Vegas Golden Knights,6,-172,38.89%,61.11%,Vegas Golden Knights -172,0.51%,-175,155,63.64%,39.22%,Vegas Golden Knights,-2.53%,Chicago Blackhawks,-0.33%,,,,,,,,,,,,,,,,,,
1/12/2019,9:05 PM,Dallas Stars,St. Louis Blues,-146,6,60.39%,39.61%,Dallas Stars -146,2.79%,130,-150,43.48%,60.00%,St. Louis Blues,-3.87%,Dallas Stars,0.39%,,,,,,,,,,,,,,,,,,
1/12/2019,10:05 PM,San Jose Sharks,Ottawa Senators,-335,7,76.64%,23.36%,San Jose Sharks -335,0.14%,270,-340,27.03%,77.27%,Ottawa Senators,-3.67%,San Jose Sharks,-0.63%,,,,,,,,,,,,,,,,,,
1/12/2019,10:05 PM,Edmonton Oilers,Arizona Coyotes,-135,6,61.51%,38.49%,Edmonton Oilers -135,4.11%,115,-135,46.51%,57.45%,Arizona Coyotes,-8.02%,Edmonton Oilers,4.06%,102,L,-5.49,,,,,,,,,,,,,,,
1/12/2019,10:35 PM,Los Angeles Kings,Pittsburgh Penguins,6,-134,41.76%,58.24%,Pittsburgh Penguins -134,0.04%,-140,120,58.33%,45.45%,Pittsburgh Penguins,-0.09%,Los Angeles Kings,-3.69%,,,,,,,,,,,,,,,,,,
1/13/2019,12:35 PM,Carolina Hurricanes,Nashville Predators,120,-133,38.96%,61.04%,Nashville Predators -133,4.34%,-135,115,57.45%,46.51%,Nashville Predators,3.59%,Carolina Hurricanes,-7.55%,90,L,-4.85,,,,,,,,,,,,,,,
1/13/2019,6:05 PM,Winnipeg Jets,Anaheim Ducks,-185,166,65.73%,34.27%,Winnipeg Jets -185,0.23%,170,-190,37.04%,65.52%,Anaheim Ducks,-2.77%,Winnipeg Jets,0.21%,,,,,,,,,,,,,,,,,,
1/13/2019,6:05 PM,Columbus Blue Jackets,New York Rangers,-235,210,70.39%,29.61%,Columbus Blue Jackets -235,1.19%,200,-240,33.33%,70.59%,New York Rangers,-3.72%,Columbus Blue Jackets,-0.20%,,,,,,,,,,,,,,,,,,
1/13/2019,7:05 PM,New York Islanders,Tampa Bay Lightning,147,-163,40.10%,59.90%,Tampa Bay Lightning -163,0.20%,-160,140,61.54%,41.67%,Tampa Bay Lightning,-1.64%,New York Islanders,-1.57%,,,,,,,,,,,,,,,,,,
1/13/2019,7:05 PM,Vancouver Canucks,Florida Panthers,-105,-105,45.87%,54.13%,Florida Panthers -105,2.93%,-110,-110,52.38%,52.38%,Florida Panthers,1.75%,Vancouver Canucks,-6.51%,,,,,,,,,,,,,,,,,,
1/13/2019,9:35 PM,Calgary Flames,Arizona Coyotes,-250,222,71.91%,28.09%,Calgary Flames -250,1.21%,215,-260,31.75%,72.22%,Arizona Coyotes,-3.66%,Calgary Flames,-0.31%,,,,,,,,,,,,,,,,,,
1/14/2019,7:05 PM,Toronto Maple Leafs,Colorado Avalanche,-175,158,67.13%,32.87%,Toronto Maple Leafs -175,3.53%,160,-180,38.46%,64.29%,Colorado Avalanche,-5.59%,Toronto Maple Leafs,2.84%,,L,,,,,,,,,,,,,,,,
1/14/2019,7:05 PM,Philadelphia Flyers,Minnesota Wild,104,-115,45.95%,54.05%,Minnesota Wild -115,0.55%,-125,105,55.56%,48.78%,Minnesota Wild,-1.51%,Philadelphia Flyers,-2.83%,,,,,,,,,,,,,,,,,,
1/14/2019,7:05 PM,Washington Capitals,St. Louis Blues,-160,144,61.78%,38.22%,Washington Capitals -160,0.28%,140,-160,41.67%,61.54%,St. Louis Blues,-3.45%,Washington Capitals,0.24%,,,,,,,,,,,,,,,,,,
1/14/2019,7:05 PM,New Jersey Devils,Chicago Blackhawks,-150,136,62.96%,37.04%,New Jersey Devils -150,2.96%,135,-155,42.55%,60.78%,Chicago Blackhawks,-5.51%,New Jersey Devils,2.18%,,W,,,,,,,,,,,,,,,,
1/14/2019,7:35 PM,Boston Bruins,Montreal Canadiens,-180,162,68.50%,31.50%,Boston Bruins -180,4.20%,160,-180,38.46%,64.29%,Montreal Canadiens,-6.96%,Boston Bruins,4.21%,105,L,-7.59,,,,,,,,,,,,,,,
1/14/2019,9:05 PM,Edmonton Oilers,Buffalo Sabres,-121,110,50.22%,49.78%,Buffalo Sabres 110,2.18%,100,-120,50.00%,54.55%,Buffalo Sabres,-0.22%,Edmonton Oilers,-4.33%,,,,,,,,,,,,,,,,,,
1/15/2019,7:05 PM,Columbus Blue Jackets,New Jersey Devils,-180,162,66.52%,33.48%,Columbus Blue Jackets -180,2.02%,165,-190,37.74%,65.52%,New Jersey Devils,-4.26%,Columbus Blue Jackets,1.00%,,,,,,,,,,,,,,,,,,
1/15/2019,7:05 PM,New York Islanders,St. Louis Blues,-145,131,60.99%,39.01%,New York Islanders -145,1.79%,120,-140,45.45%,58.33%,St. Louis Blues,-6.44%,New York Islanders,2.66%,,W,,,,,,,,,,,,,,,,
1/15/2019,7:05 PM,New York Rangers,Carolina Hurricanes,130,-144,39.29%,60.71%,Carolina Hurricanes -144,1.71%,-145,125,59.18%,44.44%,Carolina Hurricanes,1.53%,New York Rangers,-5.15%,,,,,,,,,,,,,,,,,,
1/15/2019,7:35 PM,Montreal Canadiens,Florida Panthers,-117,106,58.35%,41.65%,Montreal Canadiens -117,2.55%,105,-115,48.78%,53.49%,Florida Panthers,-7.13%,Montreal Canadiens,4.86%,122,W,4.86,,,,,,,,,,,,,,,
1/15/2019,7:35 PM,Detroit Red Wings,Anaheim Ducks,-106,-104,45.14%,54.86%,Anaheim Ducks -104,3.86%,-110,-110,52.38%,52.38%,Anaheim Ducks,2.48%,Detroit Red Wings,-7.24%,,W,,,,,,,,,,,,,,,,
1/15/2019,8:05 PM,Nashville Predators,Washington Capitals,-160,144,56.20%,43.80%,Washington Capitals 144,2.10%,140,-160,41.67%,61.54%,Washington Capitals,2.13%,Nashville Predators,-5.34%,,W,,,,,,,,,,,,,,,,
1/15/2019,8:05 PM,Minnesota Wild,Los Angeles Kings,-164,148,63.15%,36.85%,Minnesota Wild -164,1.05%,130,-150,43.48%,60.00%,Los Angeles Kings,-6.63%,Minnesota Wild,3.15%,79,W,3.15,,,,,,,,,,,,,,,
1/15/2019,8:05 PM,Winnipeg Jets,Vegas Golden Knights,-114,103,58.04%,41.96%,Winnipeg Jets -114,3.94%,-105,-115,51.22%,53.49%,Vegas Golden Knights,-9.26%,Winnipeg Jets,4.55%,114,W,4.55,,,,,,,,,,,,,,,
1/15/2019,8:35 PM,Dallas Stars,Tampa Bay Lightning,131,-145,40.76%,59.24%,Tampa Bay Lightning -145,0.04%,-150,130,60.00%,43.48%,Tampa Bay Lightning,-0.76%,Dallas Stars,-2.72%,,,,,,,,,,,,,,,,,,
1/15/2019,10:05 PM,San Jose Sharks,Pittsburgh Penguins,-131,119,60.41%,39.59%,San Jose Sharks -131,3.71%,115,-135,46.51%,57.45%,Pittsburgh Penguins,-6.92%,San Jose Sharks,2.96%,,W,,,,,,,,,,,,,,,,
1/16/2019,7:05 PM,Ottawa Senators,Colorado Avalanche,145,-161,37.55%,62.45%,Colorado Avalanche -161,0.75%,-165,145,62.26%,40.82%,Colorado Avalanche,0.19%,Ottawa Senators,-3.27%,,,,,,,,,,,,,,,,,,
1/16/2019,7:35 PM,Philadelphia Flyers,Boston Bruins,132,-146,40.67%,59.33%,Boston Bruins -146,0.03%,-145,125,59.18%,44.44%,Boston Bruins,0.15%,Philadelphia Flyers,-3.77%,,,,,,,,,,,,,,,,,,
1/16/2019,9:35 PM,Calgary Flames,Buffalo Sabres,-213,191,71.27%,28.73%,Calgary Flames -213,3.17%,195,-230,33.90%,69.70%,Buffalo Sabres,-5.17%,Calgary Flames,1.57%,,,,,,,,,,,,,,,,,,
1/16/2019,10:05 PM,Arizona Coyotes,San Jose Sharks,131,-145,40.29%,59.71%,San Jose Sharks -145,0.51%,-145,125,59.18%,44.44%,San Jose Sharks,0.53%,Arizona Coyotes,-4.15%,,,,,,,,,,,,,,,,,,
1/16/2019,10:05 PM,Vancouver Canucks,Edmonton Oilers,-114,103,46.15%,53.85%,Edmonton Oilers 103,4.55%,-110,-110,52.38%,52.38%,Edmonton Oilers,1.47%,Vancouver Canucks,-6.23%,,,,,,,,,,,,,,,,,,
1/17/2019,7:05 PM,New York Islanders,New Jersey Devils,-157,142,62.87%,37.13%,New York Islanders -157,2.37%,145,-160,40.82%,61.54%,New Jersey Devils,-3.69%,New York Islanders,1.33%,,,,,,,,,,,,,,,,,,
1/17/2019,7:05 PM,Boston Bruins,St. Louis Blues,-155,140,60.55%,39.45%,Boston Bruins -155,0.85%,130,-150,43.48%,60.00%,St. Louis Blues,-4.03%,Boston Bruins,0.55%,,,,,,,,,,,,,,,,,,
1/17/2019,7:05 PM,New York Rangers,Chicago Blackhawks,-119,108,57.10%,42.90%,New York Rangers -119,3.00%,100,-120,50.00%,54.55%,Chicago Blackhawks,-7.10%,New York Rangers,2.55%,,,,,,,,,,,,,,,,,,
1/17/2019,7:35 PM,Tampa Bay Lightning,Toronto Maple Leafs,-138,125,58.31%,41.69%,Tampa Bay Lightning -138,0.51%,120,-140,45.45%,58.33%,Toronto Maple Leafs,-3.76%,Tampa Bay Lightning,-0.02%,,,,,,,,,,,,,,,,,,
1/17/2019,8:05 PM,Nashville Predators,Winnipeg Jets,-164,148,57.60%,42.40%,Winnipeg Jets 148,2.10%,145,-165,40.82%,62.26%,Winnipeg Jets,1.58%,Nashville Predators,-4.66%,,,,,,,,,,,,,,,,,,
1/17/2019,8:05 PM,Minnesota Wild,Anaheim Ducks,-160,144,64.66%,35.34%,Minnesota Wild -160,1.86%,140,-160,41.67%,61.54%,Anaheim Ducks,-6.33%,Minnesota Wild,3.12%,78,L,-4.99,,,,,,,,,,,,,,,
1/17/2019,8:35 PM,Dallas Stars,Los Angeles Kings,-178,160,65.57%,34.43%,Dallas Stars -178,1.67%,155,-175,39.22%,63.64%,Los Angeles Kings,-4.79%,Dallas Stars,1.93%,,,,,,,,,,,,,,,,,,
1/18/2019,7:05 PM,Florida Panthers,Toronto Maple Leafs,107,-118,41.61%,58.39%,Toronto Maple Leafs -118,2.49%,-120,100,54.55%,50.00%,Toronto Maple Leafs,3.84%,Florida Panthers,-8.39%,96,L,-4.61,,,,,,,,,,,,,,,
1/18/2019,7:05 PM,Columbus Blue Jackets,Montreal Canadiens,-146,133,64.23%,35.77%,Columbus Blue Jackets -146,4.73%,125,-145,44.44%,59.18%,Montreal Canadiens,-8.67%,Columbus Blue Jackets,5.05%,126,L,-7.32,,,,,,,,,,,,,,,
1/18/2019,7:35 PM,Carolina Hurricanes,Ottawa Senators,-236,211,71.33%,28.67%,Carolina Hurricanes -236,1.13%,205,-250,32.79%,71.43%,Ottawa Senators,-4.12%,Carolina Hurricanes,-0.10%,,,,,,,,,,,,,,,,,,
1/18/2019,7:35 PM,Washington Capitals,New York Islanders,-170,153,68.43%,31.57%,Washington Capitals -170,3.53%,150,-170,40.00%,62.96%,New York Islanders,-8.43%,Washington Capitals,5.47%,137,L,-9.29,,,,,,,,,,,,,,,
1/18/2019,9:05 PM,Arizona Coyotes,Pittsburgh Penguins,147,-163,37.05%,62.95%,Pittsburgh Penguins -163,1.75%,-160,140,61.54%,41.67%,Pittsburgh Penguins,1.41%,Arizona Coyotes,-4.62%,,,,,,,,,,,,,,,,,,
1/18/2019,9:05 PM,Calgary Flames,Detroit Red Wings,-228,204,71.64%,28.36%,Calgary Flames -228,0.14%,200,-240,33.33%,70.59%,Detroit Red Wings,-4.97%,Calgary Flames,1.05%,,,,,,,,,,,,,,,,,,
1/18/2019,10:05 PM,Vancouver Canucks,Buffalo Sabres,-108,-102,50.64%,49.36%,Buffalo Sabres -102,1.96%,-115,-105,53.49%,51.22%,Buffalo Sabres,-4.13%,Vancouver Canucks,-0.58%,,,,,,,,,,,,,,,,,,
1/19/2019,1:05 PM,New Jersey Devils,Anaheim Ducks,-127,115,60.05%,39.95%,New Jersey Devils -127,2.95%,120,-140,45.45%,58.33%,Anaheim Ducks,-5.50%,New Jersey Devils,1.72%,,,,,,,,,,,,,,,,,,
1/19/2019,3:05 PM,Colorado Avalanche,Los Angeles Kings,-161,145,64.12%,35.88%,Colorado Avalanche -161,0.52%,155,-175,39.22%,63.64%,Los Angeles Kings,-3.34%,Colorado Avalanche,0.48%,,,,,,,,,,,,,,,,,,
1/19/2019,7:05 PM,Tampa Bay Lightning,San Jose Sharks,-161,145,61.09%,38.91%,Tampa Bay Lightning -161,1.79%,135,-155,42.55%,60.78%,San Jose Sharks,-3.64%,Tampa Bay Lightning,0.31%,,,,,,,,,,,,,,,,,,
1/19/2019,7:05 PM,St. Louis Blues,Ottawa Senators,-208,186,72.90%,27.10%,St. Louis Blues -208,4.50%,185,-215,35.09%,68.25%,Ottawa Senators,-7.99%,St. Louis Blues,4.65%,116,W,4.65,,,,,,,,,,,,,,,
1/19/2019,7:05 PM,Boston Bruins,New York Rangers,-247,220,72.11%,27.89%,Boston Bruins -247,1.31%,215,-260,31.75%,72.22%,New York Rangers,-3.86%,Boston Bruins,-0.11%,,,,,,,,,,,,,,,,,,
1/19/2019,7:05 PM,Montreal Canadiens,Philadelphia Flyers,-117,106,54.37%,45.63%,Montreal Canadiens -117,0.07%,100,-120,50.00%,54.55%,Philadelphia Flyers,-4.37%,Montreal Canadiens,-0.18%,,,,,,,,,,,,,,,,,,
1/19/2019,7:05 PM,Dallas Stars,Winnipeg Jets,-105,-105,46.93%,53.07%,Winnipeg Jets -105,0.47%,-110,-110,52.38%,52.38%,Winnipeg Jets,0.69%,Dallas Stars,-5.45%,,,,,,,,,,,,,,,,,,
1/19/2019,8:05 PM,Nashville Predators,Florida Panthers,-212,190,73.41%,26.59%,Nashville Predators -212,4.41%,190,-220,34.48%,68.75%,Florida Panthers,-7.89%,Nashville Predators,4.66%,117,L,-10.25,,,,,,,,,,,,,,,
1/19/2019,9:05 PM,Minnesota Wild,Columbus Blue Jackets,-127,115,52.63%,47.37%,Columbus Blue Jackets 115,1.87%,110,-130,47.62%,56.52%,Columbus Blue Jackets,-0.25%,Minnesota Wild,-3.89%,,,,,,,,,,,,,,,,,,
1/19/2019,10:05 PM,Edmonton Oilers,Calgary Flames,-101,-109,43.15%,56.85%,Calgary Flames -109,1.25%,-110,-110,52.38%,52.38%,Calgary Flames,4.47%,Edmonton Oilers,-9.23%,112,W,4.47,,,,,,,,,,,,,,,
1/19/2019,10:05 PM,Vegas Golden Knights,Pittsburgh Penguins,-157,142,50.82%,49.18%,Pittsburgh Penguins 142,5.08%,140,-160,41.67%,61.54%,Pittsburgh Penguins,7.51%,Vegas Golden Knights,-10.72%,188,L,-7.51,,,,,,,,,,,,,,,
1/20/2019,12:35 PM,Chicago Blackhawks,Washington Capitals,135,-149,39.89%,60.11%,Washington Capitals -149,0.31%,-150,130,60.00%,43.48%,Washington Capitals,0.11%,Chicago Blackhawks,-3.59%,,,,,,,,,,,,,,,,,,
1/20/2019,3:05 PM,New York Islanders,Anaheim Ducks,-196,176,67.04%,32.96%,New York Islanders -196,0.84%,195,-230,33.90%,69.70%,Anaheim Ducks,-0.94%,New York Islanders,-2.66%,,,,,,,,,,,,,,,,,,
1/20/2019,4:05 PM,Vancouver Canucks,Detroit Red Wings,-136,123,59.48%,40.52%,Vancouver Canucks -136,1.88%,125,-145,44.44%,59.18%,Detroit Red Wings,-3.92%,Vancouver Canucks,0.30%,,,,,,,,,,,,,,,,,,
1/20/2019,7:05 PM,Toronto Maple Leafs,Arizona Coyotes,-253,225,74.24%,25.76%,Toronto Maple Leafs -253,2.54%,230,-280,30.30%,73.68%,Arizona Coyotes,-4.54%,Toronto Maple Leafs,0.56%,,,,,,,,,,,,,,,,,,
1/20/2019,9:35 PM,Edmonton Oilers,Carolina Hurricanes,124,-137,38.44%,61.56%,Carolina Hurricanes -137,3.76%,-125,105,55.56%,48.78%,Carolina Hurricanes,6.00%,Edmonton Oilers,-10.34%,150,W,6,,,,,,,,,,,,,,,
1/21/2019,3:05 PM,Colorado Avalanche,Nashville Predators,-101,-109,54.91%,45.09%,Colorado Avalanche -101,4.41%,-110,-110,52.38%,52.38%,Nashville Predators,-7.29%,Colorado Avalanche,2.53%,,,,,,,,,,,,,,,,,,
1/21/2019,4:05 PM,Los Angeles Kings,St. Louis Blues,106,-117,43.81%,56.19%,St. Louis Blues -117,2.29%,-120,100,54.55%,50.00%,St. Louis Blues,1.64%,Los Angeles Kings,-6.19%,,,,,,,,,,,,,,,,,,
1/21/2019,6:05 PM,Vegas Golden Knights,Minnesota Wild,-170,153,64.82%,35.18%,Vegas Golden Knights -170,1.82%,155,-175,39.22%,63.64%,Minnesota Wild,-4.04%,Vegas Golden Knights,1.18%,,,,,,,,,,,,,,,,,,
1/21/2019,7:05 PM,Florida Panthers,San Jose Sharks,107,-118,44.13%,55.87%,San Jose Sharks -118,1.77%,-120,100,54.55%,50.00%,San Jose Sharks,1.32%,Florida Panthers,-5.87%,,,,,,,,,,,,,,,,,,
1/22/2019,7:05 PM,Washington Capitals,San Jose Sharks,-133,120,50%,50%,San Jose Sharks 120,4.50%,115,-135,46.51%,57.45%,San Jose Sharks,3.49%,Washington Capitals,-7.45%,87,W,4.01,,,,,,,,,,,,,,,
1/22/2019,7:35 PM,Ottawa Senators,Arizona Coyotes,-110,-100,48.08%,51.92%,Arizona Coyotes -100,1.92%,-110,-110,52.38%,52.38%,Arizona Coyotes,-0.46%,Ottawa Senators,-4.30%,,,,,,,,,,,,,,,,,,
1/22/2019,8:35 PM,Chicago Blackhawks,New York Islanders,121,-134,42.09%,57.91%,New York Islanders -134,0.61%,-140,120,58.33%,45.45%,New York Islanders,-0.42%,Chicago Blackhawks,-3.36%,,,,,,,,,,,,,,,,,,
1/22/2019,9:05 PM,Edmonton Oilers,Detroit Red Wings,-135,122,58.97%,41.03%,Edmonton Oilers -135,1.57%,120,-140,45.45%,58.33%,Detroit Red Wings,-4.42%,Edmonton Oilers,0.64%,,,,,,,,,,,,,,,,,,
1/22/2019,9:05 PM,Calgary Flames,Carolina Hurricanes,-170,153,65.21%,34.79%,Calgary Flames -170,2.21%,155,-170,39.22%,62.96%,Carolina Hurricanes,-4.43%,Calgary Flames,2.25%,,,,,,,,,,,,,,,,,,
1/23/2019,7:35 PM,Montreal Canadiens,Arizona Coyotes,-210,188,70.57%,29.43%,Montreal Canadiens -210,2.87%,180,-210,35.71%,67.74%,Arizona Coyotes,-6.28%,Montreal Canadiens,2.83%,,,,,,,,,,,,,,,,,,
1/23/2019,7:35 PM,Toronto Maple Leafs,Washington Capitals,-190,171,59.94%,40.06%,Washington Capitals 171,3.16%,165,-190,37.74%,65.52%,Washington Capitals,2.32%,Toronto Maple Leafs,-5.58%,,,,,,,,,,,,,,,,,,
1/23/2019,9:35 PM,Colorado Avalanche,Minnesota Wild,-126,114,59.53%,40.47%,Colorado Avalanche -126,3.73%,110,-130,47.62%,56.52%,Minnesota Wild,-7.15%,Colorado Avalanche,3.01%,75,L,-3.91,,,,,,,,,,,,,,,
1/23/2019,10:05 PM,Vegas Golden Knights,Nashville Predators,-128,116,59.54%,40.46%,Vegas Golden Knights -128,3.44%,110,-130,47.62%,56.52%,Nashville Predators,-7.16%,Vegas Golden Knights,3.02%,75,L,-3.92,,,,,,,,,,,,,,,
1/23/2019,10:05 PM,Anaheim Ducks,St. Louis Blues,115,-127,40.36%,59.64%,St. Louis Blues -127,4.04%,-130,110,56.52%,47.62%,St. Louis Blues,3.12%,Anaheim Ducks,-7.26%,78,W,3.12,,,,,,,,,,,,,,,
1/23/2019,10:35 PM,Vancouver Canucks,Carolina Hurricanes,-110,100,47.32%,52.68%,Carolina Hurricanes 100,2.68%,-105,-115,51.22%,53.49%,Carolina Hurricanes,1.46%,Vancouver Canucks,-6.17%,,,,,,,,,,,,,,,,,,
1/28/2019,7:05 PM,Philadelphia Flyers,Winnipeg Jets,122,-135,44.37%,55.63%,Winnipeg Jets -135,0.03%,-140,120,58.33%,45.45%,Winnipeg Jets,-2.70%,Philadelphia Flyers,-1.08%,,,,Winnipeg Jets,Philadelphia Flyers,,,,,,49%,51%,-9%,6%,Philadelphia Flyers,139,W,6.65
1/28/2019,7:05 PM,Pittsburgh Penguins,New Jersey Devils,-229,205,70.64%,29.36%,Pittsburgh Penguins -229,1.44%,195,-230,33.90%,69.70%,New Jersey Devils,-4.54%,Pittsburgh Penguins,0.94%,,,,New Jersey Devils,Pittsburgh Penguins,,,,,,33%,67%,-1%,-3%,,,,
1/29/2019,7:05 PM,Columbus Blue Jackets,Buffalo Sabres,-169,152,67.13%,32.87%,Columbus Blue Jackets -169,4.33%,155,-175,39.22%,63.64%,Buffalo Sabres,-6.35%,Columbus Blue Jackets,3.49%,87,L,-6.11,Buffalo Sabres,Columbus Blue Jackets,,,,,,39%,61%,0%,-3%,,,,
1/29/2019,7:05 PM,Boston Bruins,Winnipeg Jets,-169,152,56.77%,43.23%,Winnipeg Jets 152,3.53%,145,-165,40.82%,62.26%,Winnipeg Jets,2.41%,Boston Bruins,-5.49%,,,,Winnipeg Jets,Boston Bruins,,,,,,35%,65%,-6%,3%,,,,
1/29/2019,7:35 PM,New York Rangers,Philadelphia Flyers,-114,103,54.58%,45.42%,New York Rangers -114,1.28%,-110,-110,52.38%,52.38%,Philadelphia Flyers,-6.96%,New York Rangers,2.20%,,,,Philadelphia Flyers,New York Rangers,,,,,,50%,50%,-2%,-2%,,,,
1/30/2019,8:05 PM,Pittsburgh Penguins,Tampa Bay Lightning,104,-115,45.84%,54.16%,Tampa Bay Lightning -115,0.66%,-120,100,54.55%,50.00%,Tampa Bay Lightning,-0.39%,Pittsburgh Penguins,-4.16%,,,,Tampa Bay Lightning,Pittsburgh Penguins,,,,,,59%,41%,4%,-9%,Tampa Bay Lightning,111,L,-5.35
1/30/2019,8:35 PM,Dallas Stars,Buffalo Sabres,-175,158,57.81%,42.19%,Buffalo Sabres 158,1.99%,155,-175,39.22%,63.64%,Buffalo Sabres,2.97%,Dallas Stars,-5.83%,,,,Buffalo Sabres,Dallas Stars,,,,,,40%,60%,1%,-4%,,,,
1/31/2019,7:05 PM,Boston Bruins,Philadelphia Flyers,-205,184,67.24%,32.76%,Boston Bruins -205,0.24%,180,-210,35.71%,67.74%,Philadelphia Flyers,-2.95%,Boston Bruins,-0.50%,,,,Philadelphia Flyers,Boston Bruins,,,,,,37%,63%,1%,-5%,,,,
1/31/2019,7:05 PM,New Jersey Devils,New York Rangers,-145,131,52.29%,47.71%,New York Rangers 131,4.81%,125,-145,44.44%,59.18%,New York Rangers,3.27%,New Jersey Devils,-6.89%,82,W,4.08,New York Rangers,New Jersey Devils,,,,,,42%,58%,-2%,-1%,,,,
1/31/2019,8:05 PM,Winnipeg Jets,Columbus Blue Jackets,-130,118,60.85%,39.15%,Winnipeg Jets -130,3.05%,110,-130,47.62%,56.52%,Columbus Blue Jackets,-8.47%,Winnipeg Jets,4.33%,108,W,4.33,Columbus Blue Jackets,Winnipeg Jets,,,,,,54%,46%,6%,-11%,Columbus Blue Jackets,160,L,-6.38
2/1/2019,7:05 PM,Florida Panthers,Nashville Predators,106,-117,41.38%,58.62%,Nashville Predators -117,4.72%,-115,-105,53.49%,51.22%,Nashville Predators,5.13%,Florida Panthers,-9.84%,128,W,5.13,Nashville Predators,Florida Panthers,,,,,,51%,49%,-2%,-2%,,,,
2/1/2019,7:05 PM,Washington Capitals,Calgary Flames,106,-117,43.66%,56.34%,Calgary Flames -117,3.74%,-115,-105,53.49%,51.22%,Calgary Flames,2.85%,Washington Capitals,-7.56%,,,,Calgary Flames,Washington Capitals,,,,,,56%,44%,3%,-7%,,,,
2/1/2019,7:05 PM,Pittsburgh Penguins,Ottawa Senators,-245,218,71.46%,28.54%,Pittsburgh Penguins -245,0.46%,200,-240,33.33%,70.59%,Ottawa Senators,-4.79%,Pittsburgh Penguins,0.87%,,,,Ottawa Senators,Pittsburgh Penguins,,,,,,36%,64%,3%,-7%,,,,
2/1/2019,7:05 PM,New York Islanders,Tampa Bay Lightning,130,-144,40.53%,59.47%,Tampa Bay Lightning -144,0.97%,-145,125,59.18%,44.44%,Tampa Bay Lightning,0.29%,New York Islanders,-3.91%,,,,Tampa Bay Lightning,New York Islanders,,,,,,54%,46%,-5%,2%,,,,
2/1/2019,7:05 PM,Buffalo Sabres,Chicago Blackhawks,-161,145,63.14%,36.86%,Buffalo Sabres -161,1.44%,145,-165,40.82%,62.26%,Chicago Blackhawks,-3.96%,Buffalo Sabres,0.88%,,,,Chicago Blackhawks,Buffalo Sabres,,,,,,47%,53%,6%,-9%,Chicago Blackhawks,155,W,8.97
2/1/2019,7:35 PM,Detroit Red Wings,Toronto Maple Leafs,160,-178,36.33%,63.67%,Toronto Maple Leafs -178,0.57%,-180,160,64.29%,38.46%,Toronto Maple Leafs,-0.62%,Detroit Red Wings,-2.13%,,,,Toronto Maple Leafs,Detroit Red Wings,,,,,,57%,43%,-7%,5%,Detroit Red Wings,113,W,7.26
2/1/2019,7:35 PM,Carolina Hurricanes,Vegas Golden Knights,-111,101,43.91%,56.09%,Vegas Golden Knights 101,4.19%,-105,-115,51.22%,53.49%,Vegas Golden Knights,4.87%,Carolina Hurricanes,-9.58%,122,L,-5.11,Vegas Golden Knights,Carolina Hurricanes,,,,,,46%,54%,-5%,1%,,,,
2/1/2019,8:05 PM,Dallas Stars,Minnesota Wild,-130,118,50.45%,49.55%,Minnesota Wild 118,3.65%,110,-130,47.62%,56.52%,Minnesota Wild,1.93%,Dallas Stars,-6.07%,,,,Minnesota Wild,Dallas Stars,,,,,,52%,48%,4%,-9%,Minnesota Wild,110,L,-4.38
2/2/2019,1:05 PM,Philadelphia Flyers,Edmonton Oilers,-152,137,54.76%,45.24%,Edmonton Oilers 137,1.94%,135,-155,42.55%,60.78%,Edmonton Oilers,2.69%,Philadelphia Flyers,-6.02%,,,,Edmonton Oilers,Philadelphia Flyers,,,,,,39%,61%,-4%,0%,,,,
